名称,获利比例（%）,平均成本（元）,90%集中度（%）,90%成本最低价格（元）,90%成本最高价格（元）,70%集中度（%）,70%成本最低价格（元）,70%成本最高价格（元）
*ST猛狮,3.91,5.16,24.72,3.7,6.13,18.7,4,5.84
动力源,99.62,5.67,11.41,4.82,6.07,7.86,5.1,5.97
*ST贵人,73.61,1.91,38.43,1.73,3.88,32.04,1.78,3.45
中国科传,88.67,9.63,12.43,8.74,11.22,8.81,9.04,10.79
江苏雷利,61.56,19.45,14.32,16.3,21.75,9.91,17.33,21.15
丹邦科技,94.36,10.14,7.33,9.32,10.79,4.94,9.54,10.53
真视通,12.65,14.48,10.46,12.71,15.68,7.5,13.24,15.39
东诚药业,71.97,23.5,27.91,15.9,28.22,16.86,19.01,26.72
*ST中昌,54.18,3.01,44.14,2.73,7.04,8.98,2.82,3.38
路畅科技,94.58,23.76,8.74,21.74,25.91,5.84,22.38,25.15
瑞联新材,30.67,111.12,19.41,95.11,140.92,16.76,96.22,134.96
云意电气,27.28,5.86,24.77,4.02,6.67,15.08,4.74,6.43
蓝海华腾,35.22,13.57,15.88,11.47,15.8,10.4,12.43,15.32
漫步者,7.38,18.97,16.71,16.21,22.72,6.17,17.99,20.35
兴图新科,5.21,45.74,13.8,38.75,51.15,10.11,40.46,49.57
信维通信,65.36,57.82,16.87,45.45,63.89,10.12,51.09,62.59
拉卡拉,91.73,37.99,6.65,35.1,40.1,3.57,36.35,39.04
晨光文具,92.26,54.69,21.06,46.12,70.72,12.85,51.31,66.43
腾邦国际,26,5.84,29.26,4.02,7.35,19.79,4.65,6.95
滨海能源,53.68,8.7,12.79,7.33,9.48,7.48,7.87,9.14
韶能股份,29.1,6.95,19.21,5.17,7.63,13.82,5.57,7.35
三祥新材,65.07,18.32,22.78,13.33,21.19,18.19,14.15,20.44
三维股份,92.01,23.74,25.63,17.99,30.4,16.62,19.8,27.69
联创光电,14.4,24.05,13.57,20.84,27.38,9.09,21.43,25.72
ST中孚,96.79,1.73,13.54,1.5,1.97,10.4,1.55,1.91
和科达,49.89,33.27,15.05,27.63,37.42,11.94,28.95,36.8
博汇纸业,53.94,11.58,30.25,7.6,14.2,21.75,8.8,13.69
九强生物,23.27,22.2,13.58,18.28,24.02,9.24,19.57,23.55
四会富仕,14.42,110.77,14.51,91.38,122.41,11.56,93.97,118.53
贝因美,31.02,8.18,20.71,5.99,9.13,12.08,6.97,8.88
艾华集团,19.83,30.39,16.58,24.49,34.23,9.06,27.15,32.56
宁波东力,21.75,5.71,13.45,4.82,6.32,8.69,5.21,6.2
金通灵,32.74,5.22,22.56,4.12,6.53,14.62,4.53,6.07
比亚迪,82.62,85.3,24.21,57.84,94.8,18.21,63.94,92.43
海尔生物,12.07,69.55,21.92,55.23,86.24,13.61,59.05,77.66
*ST金贵,58.12,1.86,21.57,1.4,2.17,16.71,1.52,2.13
恒立液压,96.72,53.42,25.29,39.81,66.77,15.9,46.36,63.89
海川智能,62.89,18.35,14.1,15.54,20.64,8.83,16.86,20.12
台基股份,34.88,22.04,14.09,18.99,25.21,10.62,19.65,24.32
大叶股份,28.53,33.64,27.77,30.35,53.69,14.97,31.08,42.02
金龙机电,46.16,4.79,21.88,3.76,5.87,14.74,4.24,5.7
晶华新材,29.32,15.69,16.84,12.76,17.93,9.81,14.2,17.29
巨星科技,53.12,19.35,38.39,10.13,22.76,30.95,11.74,22.26
森远股份,25.79,5.6,26.25,3.92,6.71,12.83,4.94,6.39
交建股份,8.82,20.71,15.07,16.56,22.44,10.23,17.6,21.61
中芯国际-U,10.49,68.57,21.85,54.36,84.77,16.44,57.77,80.51
鲁商发展,18.92,12.26,30.79,7.97,15.05,17.12,9.92,14.01
中山金马,68.38,28.63,23.9,20.61,33.55,18.76,22.33,32.64
华伍股份,42.84,14.48,21.27,10.66,16.42,15.26,11.67,15.88
海晨股份,44.78,49.29,13.09,44.23,57.55,7.57,45.56,53.02
秦安股份,63.77,9.48,34.12,5.81,11.84,25.65,6.61,11.18
杰克股份,76.96,21.75,25.28,16.54,27.72,19.53,18.08,26.86
芒果超媒,69.04,64.14,25.82,42.67,72.38,17.4,49.16,69.88
怡达股份,19.02,29.47,8.92,26.07,31.17,6.91,26.75,30.72
思特奇,63.27,17.71,9.3,16.13,19.43,6.04,16.69,18.84
爱康科技,32.06,2.35,15,2,2.7,6.78,2.19,2.51
长青集团,21.45,11.17,14.71,8.85,11.9,6.54,10.25,11.69
凌霄泵业,73.53,19.24,25.33,14.49,24.33,19.03,15.96,23.46
容大感光,23.53,59.07,11.72,53.57,67.8,9.11,54.86,65.86
中科电气,56.15,8.86,10.74,7.85,9.74,7.8,8.1,9.47
亿纬锂能,29.61,50.92,28.93,32.39,58.76,22.21,36.19,56.86
东杰智能,38.97,19.92,13.4,16.42,21.5,9.76,17.38,21.14
凯美特气,9.91,8.72,19.31,6.66,9.85,9.67,7.76,9.42
山煤国际,14.5,12.7,25.11,9.23,15.41,17.24,10.46,14.82
宝光股份,74.67,6.12,8.76,5.65,6.74,4.47,5.88,6.43
榕基软件,56.33,7.63,5.74,7.17,8.05,3.83,7.32,7.9
中电环保,25.52,7.72,14.44,6.43,8.6,8.04,7.06,8.3
鼎汉技术,56.5,7.09,18.09,5.9,8.51,13.68,6.28,8.27
越博动力,17.16,26.6,10.12,23.88,29.25,7.55,24.59,28.61
银禧科技,31.48,6.53,16.88,5.31,7.47,11.44,5.77,7.27
浩物股份,15.67,4.84,17.78,4.16,5.97,9.99,4.43,5.41
嘉泽新能,67.6,3.15,13.48,2.92,3.83,8.4,3,3.55
同为股份,14.1,18.03,26.91,13.26,23.03,9.92,15.99,19.51
奥特佳,5.12,5.12,17.74,4.21,6.03,12.93,4.48,5.82
众合科技,93.14,8.15,11.54,6.94,8.76,6.44,7.51,8.55
博实股份,31.62,13.43,20.18,9.91,14.92,11.34,11.25,14.12
热景生物,10.45,53.28,20.99,47.29,72.42,15.44,49.98,68.24
晶方科技,6.37,78.86,19.72,63.44,94.61,11.93,70.48,89.58
威派格,11.07,18.46,7.87,16.84,19.71,4.15,17.67,19.2
国药一致,47.45,49.27,15.62,40.43,55.4,9.36,44.78,54.03
比音勒芬,27.5,16.1,21.91,12.18,19.02,8.4,14.75,17.45
迪安诊断,62.58,39.02,26.96,25.6,44.49,13.89,32.89,43.5
华斯股份,79.89,5.14,6.96,4.75,5.46,3.78,4.95,5.34
华润微,13.54,50.7,10.44,47.04,58,7.25,48.18,55.72
广联达,77.1,68.66,26.51,44.11,75.94,16.27,52.75,73.25
宁波联合,13.48,11.67,17.95,8.77,12.61,9.21,10.19,12.26
龙蟒佰利,80.92,23.02,23.08,15.59,24.94,15.96,17.52,24.17
时代出版,31.73,9.44,16.74,7.57,10.61,10.88,8.12,10.1
格林达,28.61,53.21,19.34,46.77,69.19,16.35,47.33,65.82
天宇股份,38.77,112.72,10.26,101.73,124.99,6.2,105.53,119.49
佳华科技,9.85,123.43,23.33,109.91,176.79,18.13,113.66,164.01
三友化工,74.21,6.03,20.42,4.41,6.68,10.89,5.18,6.45
莱伯泰科,16.32,41.11,23.24,35.37,56.79,15.25,36.14,49.14
天合光能,9.3,16.47,7.27,15.3,17.7,4.63,15.69,17.21
皮阿诺,24.65,25.19,13.04,21.91,28.48,9.38,22.87,27.61
启明信息,10.91,13.1,19.94,10.26,15.37,9.69,11.9,14.46
欣旺达,86.25,24.3,25.49,15.77,26.56,13.74,19.68,25.94
复洁环保,9.77,60.55,19.57,48.95,72.78,15.59,51.02,69.88
*ST中珠,73.8,1.47,24.67,1.13,1.87,20.68,1.17,1.78
亿晶光电,86.62,3.73,12.7,3.06,3.95,8.36,3.29,3.89
新日股份,69.76,23.11,37.45,12.7,27.91,16.17,19.37,26.84
朗博科技,89.3,40.59,21.37,28.29,43.67,12.52,33.42,42.99
东尼电子,6.54,32.13,15.46,28.32,38.68,8.04,30.23,35.51
华扬联众,30.23,29.46,10.43,26.45,32.6,6.39,27.41,31.15
德赛西威,23.87,69.84,18.35,52.29,75.8,8.26,62.56,73.81
泰和新材,47.72,14.61,16.59,11.74,16.42,11.96,12.57,15.98
科大智能,18.49,13,18.1,10.67,15.39,13.79,11.39,15.04
辉煌科技,31.43,8.32,9,7.65,9.16,6.15,7.96,9
正业科技,41.01,8.99,20.43,7.08,10.71,13.97,7.82,10.36
浩云科技,41.27,11.02,12.58,9.77,12.58,7.71,10.39,12.13
芯能科技,7.01,11.2,13.48,9.71,12.74,9.23,10.32,12.41
伊之密,90.61,10.76,31.84,7.28,14.07,24.95,7.9,13.16
欣龙控股,6.37,9.87,11.43,8.55,10.75,6.21,9.09,10.3
帝尔激光,84.55,119.05,23.61,84.42,136.61,17.74,92.71,132.71
创意信息,80.31,14.68,12.79,13.16,17.02,6.36,13.71,15.57
特变电工,56.22,8.39,12.13,7.09,9.05,8.19,7.5,8.84
三川智慧,41.95,5.86,14.53,4.99,6.69,10.71,5.2,6.45
高澜股份,17.77,12.09,13.02,10.74,13.96,9.69,11.15,13.55
飞荣达,3.19,29.94,13.15,27.1,35.3,6.84,28.52,32.71
洁特生物,13.47,78.98,18.53,65.97,95.98,14.38,68.47,91.48
新野纺织,78.19,3.92,8.11,3.57,4.2,4.37,3.72,4.06
台华新材,95.16,8.78,9.55,8.06,9.77,7.07,8.22,9.46
金盾股份,18.24,14.39,12.89,12.22,15.84,9.36,12.67,15.28
奥克股份,51.05,8.53,24.37,5.93,9.75,17.38,6.66,9.46
GQY视讯,38.31,5.99,19.84,4.89,7.31,14.69,5.27,7.09
斯迪克,34.05,64.1,18.7,51.29,74.88,12.59,54.99,70.84
协鑫集成,13.88,4.36,30.11,3.11,5.8,17.92,3.82,5.48
汉商集团,53.34,12.89,18.64,10.67,15.57,14.2,11.08,14.75
金牌厨柜,61.14,55.51,22.7,42.99,68.24,15.63,47.38,64.95
中飞股份,18.2,41.49,30.06,27.22,50.62,13.77,35.18,46.41
开山股份,63.04,15.81,31.5,10.16,19.5,25.86,11.32,19.21
中广天择,3.32,21.44,19.21,18.44,27.2,12.05,20.11,25.62
洛凯股份,94.76,12.16,10.47,10.48,12.94,4.87,11.55,12.73
精艺股份,42.51,7.66,15.39,6.56,8.95,9.86,6.9,8.41
必创科技,56.9,23.39,7.91,21.43,25.12,5.48,22.04,24.59
盛德鑫泰,28.82,35.51,22.79,31.6,50.26,16.89,32.04,45.05
博威合金,11.54,14.46,14.58,12.79,17.16,9.01,13.38,16.03
交控科技,11.9,47.06,9.11,42.17,50.62,6.23,43.7,49.5
海航控股,92.19,1.67,9.09,1.5,1.8,5.42,1.57,1.75
诚意药业,11.83,25.79,19.78,19.57,29.22,10.22,22.78,27.97
苏大维格,12.07,35.1,14.36,28.92,38.62,10.14,30.62,37.53
一心堂,78.36,34.77,22.95,26.66,42.54,13.36,31.22,40.85
尔康制药,56.29,5,17.1,4.15,5.86,11.02,4.54,5.67
罗博特科,41.81,46.13,15.34,38.56,52.53,10.82,40.24,50.01
银星能源,31.59,4.16,7.67,3.79,4.42,3.97,3.99,4.32
迦南科技,58.14,10.92,23.71,8.76,14.2,17.08,9.52,13.44
海伦哲,31.86,4.72,20.72,3.86,5.88,16.22,4.11,5.7
*ST银亿,69.27,1.57,20.36,1.31,1.98,17.28,1.34,1.9
西藏旅游,26.01,11.41,21.78,8.51,13.24,13.85,9.78,12.92
三变科技,18.22,9.14,15.27,7.35,10,6.99,8.4,9.66
横店东磁,95.24,11.8,10.9,10.34,12.86,6.2,11.08,12.55
维力医疗,33.3,15.32,14.34,12.58,16.79,9.63,13.45,16.32
南纺股份,61.52,6.33,12.72,5.43,7.02,8.24,5.7,6.72
盈康生命,75.5,22.41,38.85,12.36,28.06,25.05,15.25,25.44
海思科,26.85,25.78,17.37,20.26,28.78,12.17,21.97,28.05
辽宁成大,27.86,26.94,25.7,17.88,30.25,14.49,21.72,29.08
潍柴重机,69.33,9.11,12.2,7.61,9.73,7.55,8.26,9.6
大西洋,94.3,3.16,7.81,2.89,3.38,4.75,3.01,3.31
南方汇通,92.1,7.52,19.9,5.68,8.51,12.26,6.31,8.07
孚能科技,65.48,26.42,10.33,23.38,28.77,5.98,24.65,27.79
安控科技,19.66,4.03,21.19,3.21,4.94,17.94,3.33,4.78
甘肃电投,67.53,3.57,10.73,3.12,3.87,7.69,3.24,3.78
中国巨石,75.1,13.07,29.43,8.21,15.06,21.92,9.38,14.65
金力泰,54.43,11.29,19.3,8.64,12.77,15.32,9.14,12.44
华峰测控,9.89,280.38,11.21,254.86,319.2,7.32,267.06,309.22
天赐材料,54.8,39.73,26.04,25.84,44.03,14.28,31.71,42.27
云内动力,20.6,7.03,16.69,5.78,8.1,8.41,6.41,7.58
光云科技,7.77,45.84,16.42,38.32,53.37,10.45,41.05,50.63
楚江新材,21.14,9.47,13.14,8.31,10.82,7.94,8.68,10.17
紫天科技,67.02,48.53,28.24,32.38,57.86,13.12,40.96,53.32
朗科科技,19.8,20.85,7.81,18.83,22.02,5.23,19.48,21.63
威帝股份,33.33,5.14,11.75,4.54,5.75,6.79,4.83,5.53
巨人网络,30.13,20.95,15.61,16.54,22.67,12.85,17.06,22.1
美年健康,47.87,15.17,22.43,11.27,17.79,17.79,11.71,16.78
财通证券,11.97,14.88,10.69,13.18,16.33,7.27,13.68,15.83
仟源医药,28.47,8.98,13.75,7.57,9.98,8.87,8.12,9.7
赛科希德,11.21,90.4,29.2,75.11,137.06,17.86,77.4,111.05
福瑞股份,24.34,11.17,13.47,9.28,12.17,6.85,10.32,11.84
艾迪精密,80.7,44,43.52,24.58,62.47,37.9,27.13,60.24
广誉远,69.92,15.49,11.14,13.75,17.19,7.3,14.4,16.67
辰安科技,43.31,46.58,13.84,39.77,52.54,10.81,40.61,50.45
中新赛克,5.7,84.86,20.26,67.84,102.31,8.8,77.2,92.1
世纪华通,10.1,11.46,14.61,10.53,14.13,8.51,10.76,12.77
康斯特,60.16,15.94,18.25,12.57,18.18,14.48,13.35,17.87
熙菱信息,29.18,12.26,19.51,10.26,15.24,14.55,10.8,14.48
汇顶科技,3.94,214.25,21.23,170.17,261.92,16.24,180.96,251.12
天地在线,11.51,67.61,19.24,56.66,83.66,12.48,58.85,75.63
中科星图,6.36,70.74,19.14,59.01,86.96,12.26,64.19,82.13
绝味食品,67.92,69.3,29.22,48.57,88.66,25.93,50.95,86.63
精锻科技,88.78,13.24,26.57,9.93,17.11,19.83,10.86,16.24
星辉娱乐,32.99,4.47,16.95,3.93,5.53,12.89,4.1,5.31
新天科技,48.3,5.68,11.89,4.98,6.33,8.84,5.18,6.19
英可瑞,38.1,15.17,18.37,12.75,18.48,11.81,13.69,17.36
鸿路钢构,49.39,43,50.13,17.15,51.62,34.73,23.75,49.03
超声电子,96.55,13.85,7.88,12.58,14.74,4.59,13.13,14.39
虹软科技,2.48,79.1,22.55,63.65,100.72,17.11,68.28,96.47
先导智能,21.57,45.27,13.74,38.17,50.34,9.85,40.58,49.45
德方纳米,6.47,93.9,18.19,78.4,113.27,13.02,81.5,105.91
*ST群兴,84.3,3.48,38.5,2.81,6.33,20.86,3.04,4.64
中电电机,23.26,16.65,24.89,11.64,19.36,15.38,13.78,18.78
龙马环卫,19.59,25.07,22.54,17.98,28.45,11.58,21.92,27.66
重庆啤酒,95.38,69.54,32.95,45.01,89.23,25.95,49.84,84.77
*ST新光,57.68,1.62,12.1,1.38,1.76,8.68,1.42,1.69
博杰股份,6.85,85.94,13.7,73.09,96.29,6.87,79.87,91.65
爱婴室,17.54,34.78,12.05,29.03,36.99,6.86,31.45,36.08
易德龙,73.37,18.93,19.04,15.95,23.46,16.09,16.54,22.88
宝信软件,62.21,66.25,26.15,42.7,72.94,19.5,48.05,71.33
棒杰股份,20.42,8.12,25.17,6.03,10.09,15.91,6.94,9.56
凯伦股份,94.6,50.31,27.23,37.73,65.97,21.7,41.36,64.29
三特索道,54.8,11.97,13.59,10.45,13.74,10.11,10.68,13.08
东山精密,12.33,27.85,11.3,25.39,31.86,5.05,26.57,29.4
华东数控,17.92,7.93,6.64,7.5,8.57,4.41,7.61,8.32
电声股份,28.86,24.3,9.24,21.78,26.21,7.36,22.26,25.79
蓝科高新,75.94,8.18,29.12,5.86,10.67,18.45,6.38,9.27
大参林,95.48,74.05,19.14,55.73,82.12,7.97,66.29,77.77
科华生物,11.95,21.12,15.85,17.37,23.92,11.68,18.41,23.28
飞利信,26.36,5.63,24.09,4.65,7.6,18.11,5.05,7.28
欧菲光,7.12,18.7,17.18,14.61,20.67,11.49,15.74,19.82
融捷健康,32.05,3.61,27.78,2.7,4.77,19.48,3.05,4.52
圣邦股份,42.53,291.26,31.2,192.79,367.65,21,226.75,347.28
南新制药,6.6,60.68,17.29,54.24,76.92,11.48,56.69,71.4
斯达半导,16.39,184.27,21.14,160.39,246.37,14.88,163.97,221.29
金域医学,86.04,91.64,23.29,67.84,109.04,17.2,73.79,104.46
新亚制程,11.52,7.52,9.33,6.94,8.36,5.65,7.22,8.08
深天地Ａ,21.06,17.94,12.23,15.62,19.97,9.05,16.16,19.38
马应龙,22.17,24.14,12.16,20.72,26.45,7.31,22.29,25.8
中建环能,37.18,5.63,17.9,4.51,6.48,13.94,4.71,6.24
惠伦晶体,7.53,14.94,13.5,12.25,16.07,8.47,13.23,15.68
天壕环境,42.95,5.49,19.96,4.37,6.55,13.33,4.72,6.18
德恩精工,32.8,19.57,8.15,18.14,21.36,5.87,18.63,20.95
艾艾精工,61.87,13.04,13.83,11.53,15.22,10.6,11.74,14.52
济民制药,64.04,35.36,24.2,33.56,55,18.5,33.89,49.27
同济科技,76.14,9.11,8.43,8.19,9.7,6.08,8.48,9.58
山东药玻,11.48,53.85,21.75,45.34,70.55,14.29,48.18,64.25
安居宝,18.55,8.28,12.6,7.25,9.34,9.75,7.43,9.03
同大股份,63.91,19.37,12,16.69,21.24,7.1,18.17,20.95
祥生医疗,5.22,73.51,23.99,55.76,90.95,14.52,63.23,84.72
中亚股份,27.46,19.16,29.38,11.44,20.97,23.14,12.67,20.31
海顺新材,12.47,24.24,22.87,20.62,32.85,17.09,21.31,30.09
康辰药业,18.64,47.93,19.15,37.03,54.58,13.59,40.61,53.38
兴齐眼药,27.25,145.34,33.79,100.35,202.77,14.47,138.64,185.54
华统股份,23.65,12.41,17.3,9.76,13.84,12.92,10.35,13.42
荣丰控股,27.39,21.05,10.26,18.26,22.44,6.7,19.38,22.16
盐 田 港,16.89,6.98,31.55,4.86,9.34,21.14,5.82,8.94
京粮控股,55.04,10.85,15.76,9.73,13.38,9.01,10.09,12.08
金杯汽车,26.75,7.36,29.19,4.85,8.85,17.04,5.9,8.33
激智科技,48.08,35.1,17.94,27.33,39.27,9.51,31.5,38.12
莱宝高科,12.82,16.2,20.49,12.24,18.55,9.62,14.3,17.34
晶科科技,6.71,7.46,15.5,6.42,8.78,7.18,6.92,7.99
标准股份,45.94,4.55,8.92,4.03,4.83,5.77,4.22,4.73
亚士创能,53.2,70.51,41.87,34.38,83.91,29.16,42.9,78.22
艾迪药业,6.74,32.76,21.01,27.51,42.13,12.12,30.38,38.76
隆盛科技,41.49,27.35,21.91,19.54,30.51,7.17,25.71,29.68
回天新材,5.91,14.5,12.76,13.34,17.25,6.11,13.95,15.76
凌志软件,6.69,37.94,24.51,30.63,50.52,9.79,33.69,41
德创环保,25.25,9.13,10.28,8.31,10.21,5.98,8.71,9.81
德林海,19.2,114.12,16.97,94.4,132.98,12.28,99.54,127.4
建研院,28.26,8.92,6.63,8.09,9.24,4.17,8.4,9.13
英联股份,4.19,17.63,12.76,16.53,21.36,6.84,16.94,19.43
奥来德,19.77,79.01,18.67,70.62,103.03,16.22,71.77,99.56
震安科技,47.68,86.01,28.65,53.88,97.16,17.21,65.48,92.7
九鼎投资,7.38,29.09,18.77,24.4,35.67,13.88,25.69,33.98
安彩高科,58.39,5.09,15.56,4.2,5.75,11.35,4.44,5.58
光线传媒,82.98,14.1,29.73,9.32,17.21,19.67,10.91,16.26
瑞晟智能,13.57,67.77,22.35,59.39,93.58,11.16,61.4,76.82
君实生物-U,5.31,96.68,22.89,84.59,134.82,16.89,89.24,125.52
神州数码,5.55,23.79,10.16,21.92,26.88,7.28,22.24,25.74
天普股份,19.57,18.85,14.92,17.2,23.23,9.17,17.51,21.04
百利电气,68.36,5.42,17.35,4.41,6.27,12.62,4.67,6.01
继峰股份,78.34,7.63,13.54,6.86,9.01,9.83,7.06,8.6
准油股份,54.49,6.87,21.81,5.24,8.16,14.74,5.78,7.77
中达安,24.63,24.79,14.65,22.08,29.66,8.2,22.43,26.44
博士眼镜,57.24,13.42,10.43,11.97,14.76,7.65,12.36,14.4
多氟多,24.8,11.83,9.11,10.98,13.19,7.08,11.22,12.93
金徽酒,87.49,17.75,26.64,11.27,19.45,12.7,14.58,18.83
艾可蓝,39.69,95.74,12.06,83.71,106.68,8.88,86.99,103.94
锦江投资,32.8,10.38,12.98,8.54,11.09,8.86,9.09,10.86
新天绿能,8.13,10.05,16.91,8.35,11.75,12.23,8.63,11.04
波导股份,99.31,4.57,9.91,4,4.88,5.14,4.31,4.78
华天科技,8.46,15.94,13.06,13.93,18.11,7.28,14.75,17.07
恩捷股份,78,75.22,28.38,47.43,85.02,19.71,54.7,81.54
运达科技,21.77,10.19,10.44,9.44,11.64,7.63,9.59,11.18
华大基因,14.6,150.01,19.87,119.15,178.23,9.5,138.55,167.65
日播时尚,71.29,8.28,9.09,7.45,8.94,6.06,7.71,8.7
双鹭药业,63.82,13.05,11.24,11.3,14.16,7.31,12.03,13.93
亿华通-U,77.18,163.53,7.7,152.01,177.36,5.17,155.08,171.98
和晶科技,35.12,6.49,14.26,5.48,7.3,10.73,5.76,7.14
科达利,23.93,69.4,18.89,53.21,77.99,11.72,58.49,74.02
赛为智能,40.3,8.19,10.46,7.34,9.05,7.73,7.6,8.87
利尔化学,50.67,21.59,23.84,15.02,24.42,15.92,17.12,23.6
科士达,34.54,14.81,15.42,11.87,16.19,12.33,12.24,15.69
聚飞光电,26.88,7.24,11.69,6.44,8.14,9.1,6.65,7.98
佳沃股份,54.75,12.92,13.37,11.14,14.58,10.37,11.51,14.17
奥普光电,3.61,28.52,21.96,22.75,35.55,12.17,24.73,31.58
润禾材料,41.82,17.46,10.12,15.71,19.25,6.75,16.39,18.77
江山股份,50.77,23.46,16.11,18.63,25.78,13.23,19.13,24.97
有友食品,26.57,28.35,16.11,24.04,33.27,10.68,25.73,31.89
扬杰科技,96.63,33.76,15.63,27.74,38.02,8.61,31.25,37.15
万通发展,83.69,8.46,20,6.74,10.11,11.95,7.53,9.57
明阳电路,22.79,24.88,10.87,21.99,27.36,8.74,22.41,26.7
国投中鲁,9.03,9.39,11.86,8.48,10.76,7.81,8.8,10.29
宝兰德,6.64,129.65,17.47,112.51,160.14,11.05,117.59,146.8
赛伍技术,24.1,31.72,9.37,29.23,35.28,7.21,29.77,34.39
通富微电,4.03,25.86,15.69,21.97,30.15,7.95,23.66,27.75
紫晶存储,4.55,58.88,20.34,49.81,75.25,9.94,53.59,65.42
荣泰健康,59.09,35.24,23.46,26.2,42.26,19.94,27.35,40.97
*ST索菱,40.39,3.34,13.3,3.12,4.08,8.99,3.19,3.82
*ST华映,91.41,1.76,23.43,1.34,2.16,16.15,1.48,2.05
永吉股份,18.51,10.45,24.35,7.31,12.02,13.9,8.75,11.57
达志科技,58.56,39.97,28.04,25.92,46.12,18.47,31.01,45.06
广大特材,10.45,38.9,19.05,33.63,49.46,12.39,35.5,45.54
福耀玻璃,98.91,25.2,25.61,18.2,30.72,19.65,19.97,29.74
捷荣技术,53.52,11.47,10.67,10.14,12.56,7.65,10.47,12.21
宝德股份,10.83,12.56,22.17,9.52,14.94,16.08,10.49,14.51
海默科技,28.22,5.56,16.55,4.43,6.18,12.18,4.71,6.01
迈瑞医疗,71.47,310.97,14.72,257.62,346.53,12.62,264.73,341.2
雅化集团,13.66,9.74,11.91,8.37,10.63,6.33,9.2,10.44
首开股份,99.99,6.64,9.85,5.79,7.06,7.97,5.9,6.92
昊海生科,7.48,130.77,27.76,102.4,181.09,20.68,108.81,165.54
永艺股份,68.67,15.87,33.46,10.41,20.88,27.07,11.38,19.82
东安动力,6.53,8.08,22.45,6.65,10.5,14.01,7.29,9.66
钱江摩托,96.12,17.32,43.7,10.14,25.9,32.12,12.45,24.23
海德股份,4.98,13.21,16.72,10.78,15.1,13.62,11.02,14.49
洁美科技,15.59,28.45,14.16,23.76,31.6,7.25,26.06,30.14
弘信电子,6.28,19.74,23.09,17.09,27.35,14.66,18.3,24.59
东富龙,13.65,20.91,21.59,16.15,25.05,13.78,18.03,23.79
通源石油,32.21,4.9,15.23,4.16,5.66,11.71,4.34,5.5
天音控股,10.21,7.78,15.2,6.46,8.78,9.66,7.05,8.56
古井贡酒,88.85,170.02,38.08,112.01,249.78,26.79,133.77,231.66
威 尔 泰,2.85,18.63,12.66,16.63,21.45,7.69,17.48,20.39
宏川智慧,11.22,20.79,13.1,18.11,23.57,8.24,18.93,22.33
太极集团,60.43,16.7,17.9,12.47,17.91,12.37,13.73,17.6
杭氧股份,92.46,16.2,32.18,11.38,22.17,28.04,12.17,21.65
深圳新星,17.42,23.24,9.16,20.59,24.74,4.41,21.99,24.01
上海新阳,4.21,61.31,21.76,50.92,79.24,8.64,57.67,68.59
华灿光电,38.84,11.63,35.13,6.9,14.36,19.48,8.91,13.21
精测电子,6.27,63.78,19.74,54.3,81.01,11.01,58.54,73.02
深信服,54.16,205.3,17.86,163.62,234.76,12.09,175.12,223.26
天喻信息,44.15,12.37,16.39,9.94,13.84,10.77,10.71,13.3
环旭电子,54.44,22.31,22.3,16.8,26.44,16.53,17.83,24.89
东莞控股,10.69,11.92,33.74,7.87,15.89,15.95,10.11,13.94
天味食品,28.89,60.02,22.27,46.01,72.37,10.65,56.02,69.37
洛阳玻璃,14.84,15.53,14.7,13.42,18.04,10.48,14.17,17.49
凯撒文化,8.31,12.24,23.77,10.27,16.68,14.79,10.64,14.34
盈趣科技,39.11,59.37,16.73,51.8,72.62,13.16,55.32,72.08
东方银星,71.27,14.25,26.37,10.03,17.21,21.93,10.63,16.6
捷强装备,40.83,104.42,22.85,98.42,156.73,13.57,100.6,132.21
漳州发展,88.9,3.05,8.45,2.71,3.21,5.39,2.81,3.13
旭升股份,1.21,42.76,10.13,38.57,47.27,6.93,39.89,45.84
凯赛生物,7.62,116.51,24.24,101.02,165.67,13.28,107.75,140.75
康芝药业,14.11,7.32,14.1,6.4,8.5,8.8,6.63,7.91
威唐工业,31.63,19.01,8.12,17.47,20.55,4.9,18.18,20.06
超讯通信,10.73,20.1,8.66,18.07,21.49,6.39,18.56,21.1
*ST九有,70.51,2,22.11,1.55,2.43,15.56,1.71,2.34
中元股份,23.15,7.19,10.6,6.36,7.87,8.25,6.55,7.73
益丰药房,93.21,85.02,21.23,66.16,101.82,15.73,68.9,94.62
正泰电器,58.09,28.94,18.13,23.4,33.76,13.7,24.47,32.24
卧龙地产,31.39,5.25,13.71,4.4,5.79,11.01,4.51,5.63
中设股份,18.02,17.23,21.14,13.45,20.66,12.04,15.34,19.54
国民技术,13.22,10.33,10.74,8.87,11,6.87,9.4,10.79
莱美药业,16.92,7.8,21.48,5.54,8.57,8.97,6.9,8.27
映翰通,2.77,79.94,18.91,72.88,106.86,13.08,74.9,97.44
卫星石化,57.16,17.45,19.22,13.45,19.84,16.27,13.89,19.29
立霸股份,24.11,13.68,11.94,11.79,14.99,6.21,12.79,14.49
菲林格尔,93.84,11.9,7.59,11.04,12.85,4.58,11.34,12.42
盟升电子,11.47,127.8,21.57,108.3,167.87,17.56,113.17,161.37
春秋电子,6.54,16.67,12.88,13.99,18.12,7.15,15.08,17.4
日辰股份,24.47,80.01,10.37,70.8,87.18,7.28,73.87,85.47
